,Alley Light Out,Graffiti Removal,Vacant/Abandoned Building
01/04/2010,,180.0,2.0
11/08/2017,146.0,482.0,2.0
02/01/2015,2.0,259.0,2.0
12/23/2016,35.0,218.0,2.0
12/14/2013,11.0,63.0,2.0
12/28/2016,102.0,372.0,2.0
11/12/2016,55.0,57.0,2.0
02/15/2016,74.0,244.0,2.0
05/11/2009,,,2.0
12/28/2014,24.0,116.0,2.0
01/22/2017,39.0,213.0,2.0
12/26/2017,50.0,477.0,2.0
05/24/2015,25.0,57.0,2.0
03/25/2017,33.0,62.0,2.0
06/16/2009,,1.0,2.0
01/17/2015,12.0,64.0,2.0
06/12/2010,,1.0,2.0
01/22/2016,72.0,297.0,2.0
12/25/2017,10.0,3.0,2.0
02/22/2015,27.0,66.0,2.0
02/04/2015,43.0,305.0,2.0
10/01/2017,38.0,66.0,2.0
11/05/2017,29.0,116.0,2.0
01/31/2010,,,1.0
05/06/2017,27.0,90.0,1.0
12/25/2015,12.0,20.0,1.0
12/31/2017,12.0,18.0,1.0
10/27/2013,12.0,91.0,1.0
10/25/2008,,,1.0
12/22/2008,,,1.0
12/25/2016,10.0,23.0,1.0
12/18/2009,,,1.0
02/07/2010,,,1.0
10/20/2008,,,1.0
10/18/2009,,,1.0
12/22/2009,,,1.0
12/27/2009,,,1.0
11/13/2016,48.0,81.0,1.0
12/28/2009,,,1.0
07/15/2017,36.0,80.0,1.0
01/26/2010,,,1.0
11/03/2009,,,1.0
10/29/2008,,,1.0
01/11/2010,,,1.0
12/21/2013,18.0,93.0,1.0
11/30/2009,,,1.0
09/04/2017,17.0,144.0,1.0
12/03/2017,44.0,139.0,1.0
11/23/2008,,,1.0
02/05/2011,125.0,89.0,1.0
12/03/2009,,,1.0
11/20/2008,,,1.0
11/19/2008,,,1.0
12/06/2008,,,1.0
01/14/2017,39.0,92.0,1.0
11/15/2009,,,1.0
01/10/2010,,,1.0
08/20/2017,24.0,90.0,1.0
02/07/2015,19.0,84.0,1.0
01/13/2010,,,1.0
09/29/2013,22.0,137.0,1.0
01/18/2008,,,1.0
01/18/2010,,,1.0
12/10/2009,,,1.0
12/12/2009,,,1.0
02/23/2014,85.0,132.0,1.0
12/13/2009,,,1.0
01/23/2010,,,1.0
10/21/2012,44.0,156.0,1.0
11/02/2009,,,1.0
10/31/2009,,,1.0
12/14/2009,,,1.0
10/11/2009,,,1.0
05/27/2009,,,1.0
01/01/2018,16.0,31.0,1.0
08/18/2009,,,1.0
07/16/2009,,,1.0
02/15/2014,7.0,118.0,1.0
03/08/2015,19.0,71.0,1.0
12/16/2017,35.0,71.0,1.0
07/30/2008,,,1.0
07/30/2009,,,1.0
07/31/2009,,,1.0
08/04/2009,,,1.0
08/05/2009,,,1.0
08/07/2008,,,1.0
08/07/2009,,,1.0
02/21/2015,57.0,56.0,1.0
08/12/2008,,,1.0
04/13/2009,,,1.0
02/25/2018,41.0,71.0,1.0
06/18/2017,28.0,72.0,1.0
05/10/2015,13.0,54.0,1.0
07/13/2009,,,1.0
07/30/2017,29.0,57.0,1.0
07/10/2009,,,1.0
05/08/2009,,,1.0
06/04/2009,,,1.0
05/20/2009,,,1.0
06/08/2009,,,1.0
07/24/2016,35.0,112.0,1.0
07/16/2017,20.0,67.0,1.0
10/29/2016,49.0,63.0,1.0
05/07/2017,36.0,68.0,1.0
10/08/2017,21.0,62.0,1.0
07/07/2009,,,1.0
03/13/2016,35.0,69.0,1.0
02/02/2014,10.0,116.0,1.0
11/11/2017,42.0,59.0,1.0
10/28/2017,30.0,59.0,1.0
12/03/2016,45.0,58.0,1.0
09/20/2015,40.0,58.0,1.0
01/02/2016,57.0,70.0,1.0
01/23/2016,40.0,72.0,1.0
02/03/2018,35.0,72.0,1.0
02/21/2010,,,1.0
04/05/2008,,,1.0
09/17/2008,,,1.0
09/18/2009,,,1.0
09/19/2008,,,1.0
09/19/2009,,,1.0
02/02/2015,25.0,104.0,1.0
09/25/2008,,,1.0
09/26/2008,,,1.0
05/23/2009,,,1.0
09/28/2008,,,1.0
11/04/2017,38.0,38.0,1.0
09/30/2008,,,1.0
09/30/2009,,,1.0
10/02/2008,,,1.0
10/03/2008,,,1.0
10/05/2008,,,1.0
02/24/2009,,,1.0
10/06/2008,,,1.0
09/16/2008,,,1.0
09/15/2008,,,1.0
09/14/2009,,,1.0
10/22/2016,39.0,51.0,1.0
10/16/2016,33.0,72.0,1.0
08/25/2008,,,1.0
08/25/2009,,,1.0
01/10/2016,26.0,105.0,1.0
04/03/2008,,,1.0
08/30/2009,,,1.0
09/13/2014,30.0,74.0,1.0
02/19/2017,37.0,74.0,1.0
09/12/2009,,,1.0
01/24/2016,31.0,51.0,1.0
09/06/2009,,,1.0
01/01/2017,22.0,49.0,1.0
09/10/2008,,,1.0
12/12/2015,48.0,48.0,1.0
09/11/2008,,,1.0
10/24/2015,32.0,46.0,1.0
02/13/2016,35.0,39.0,1.0
02/09/2014,14.0,117.0,
11/20/2016,48.0,99.0,
06/17/2017,24.0,88.0,
03/04/2017,37.0,80.0,
11/12/2017,31.0,61.0,
07/02/2017,35.0,59.0,
01/07/2018,21.0,59.0,
01/18/2016,52.0,57.0,
03/01/2015,9.0,55.0,
12/23/2017,34.0,44.0,
12/04/2016,27.0,44.0,
01/01/2016,30.0,40.0,
02/05/1926,,37.0,
10/04/2015,25.0,34.0,
12/24/2017,13.0,30.0,
02/15/2015,21.0,27.0,
01/07/1954,,26.0,
12/17/2016,11.0,26.0,
01/01/1944,,24.0,
01/01/1932,,22.0,
01/01/1927,,16.0,
02/15/1942,,4.0,
01/01/1930,,4.0,
08/02/2001,,2.0,
04/17/2009,,2.0,
01/11/2006,,2.0,
04/08/2008,,2.0,
10/19/2004,,1.0,
12/24/2007,,1.0,
07/28/2004,,1.0,
02/22/2007,,1.0,
07/04/2010,,1.0,
06/17/2009,,1.0,
06/05/2008,,1.0,
05/26/2004,,1.0,
12/27/2005,,1.0,
01/17/1995,4.0,,
