,Alley Light Out,Graffiti Removal,Vacant/Abandoned Building
11/01/2012,68.0,377.0,28.0
09/17/2010,1.0,2.0,28.0
12/04/2012,80.0,433.0,28.0
07/16/2015,73.0,645.0,28.0
09/16/2014,124.0,243.0,28.0
11/08/2012,68.0,477.0,28.0
04/17/2014,56.0,652.0,28.0
02/16/2016,93.0,417.0,28.0
07/01/2015,104.0,645.0,28.0
10/22/2010,17.0,2.0,28.0
11/09/2010,33.0,12.0,27.0
08/28/2011,35.0,101.0,27.0
01/24/2013,32.0,548.0,27.0
05/28/2010,,1.0,27.0
08/11/2015,130.0,436.0,27.0
11/10/2010,18.0,9.0,27.0
01/16/2014,54.0,563.0,27.0
09/27/2010,7.0,11.0,27.0
06/19/2014,55.0,501.0,27.0
09/30/2013,85.0,739.0,27.0
04/12/2017,93.0,413.0,27.0
01/04/2011,118.0,578.0,27.0
02/09/2011,246.0,410.0,27.0
06/04/2010,,1.0,27.0
11/10/2014,68.0,533.0,27.0
06/29/2015,83.0,440.0,27.0
06/13/2013,35.0,513.0,27.0
09/19/2013,60.0,653.0,27.0
06/25/2015,72.0,459.0,27.0
03/27/2013,37.0,666.0,27.0
09/09/2010,1.0,3.0,27.0
07/24/2013,50.0,476.0,27.0
05/27/2010,,3.0,27.0
05/24/2013,27.0,522.0,27.0
01/27/2011,56.0,681.0,27.0
07/29/2016,116.0,257.0,27.0
08/10/2016,128.0,452.0,27.0
06/08/2012,36.0,451.0,27.0
11/16/2015,137.0,319.0,27.0
10/24/2013,47.0,526.0,27.0
09/09/2014,99.0,338.0,27.0
04/02/2011,78.0,150.0,27.0
07/13/2015,94.0,553.0,27.0
02/22/2011,246.0,600.0,27.0
08/06/2015,102.0,472.0,27.0
09/23/2013,63.0,599.0,27.0
06/09/2016,101.0,489.0,26.0
04/29/2010,,,26.0
12/05/2013,53.0,500.0,26.0
03/09/2015,84.0,493.0,26.0
10/19/2012,63.0,493.0,26.0
08/06/2014,71.0,507.0,26.0
03/18/2015,82.0,1282.0,26.0
10/01/2013,85.0,600.0,26.0
08/28/2015,116.0,537.0,26.0
03/12/2013,92.0,662.0,26.0
06/05/2014,64.0,424.0,26.0
05/21/2011,43.0,222.0,26.0
03/07/2013,72.0,559.0,26.0
07/21/2010,,2.0,26.0
03/05/2012,64.0,262.0,26.0
02/14/2014,41.0,413.0,26.0
09/02/2015,144.0,412.0,26.0
05/07/2014,60.0,625.0,26.0
10/03/2013,41.0,407.0,26.0
11/15/2010,22.0,1.0,26.0
07/29/2015,100.0,398.0,26.0
10/14/2016,117.0,340.0,26.0
09/10/2013,84.0,594.0,26.0
12/11/2012,60.0,351.0,26.0
05/04/2010,,,26.0
04/28/2015,91.0,359.0,26.0
05/13/2016,94.0,436.0,26.0
05/24/2010,,2.0,26.0
08/13/2010,,4.0,26.0
06/01/2016,86.0,442.0,26.0
10/09/2012,72.0,516.0,26.0
12/01/2010,31.0,15.0,26.0
04/25/2016,79.0,526.0,26.0
10/18/2010,13.0,7.0,26.0
10/08/2010,9.0,10.0,26.0
02/14/2013,47.0,848.0,26.0
08/24/2015,104.0,508.0,26.0
04/08/2013,79.0,822.0,25.0
05/05/2012,13.0,124.0,25.0
09/13/2013,54.0,630.0,25.0
09/20/2013,49.0,617.0,25.0
05/02/2013,49.0,620.0,25.0
04/01/2016,90.0,347.0,25.0
10/21/2013,52.0,780.0,25.0
12/22/2010,23.0,58.0,25.0
10/02/2013,65.0,496.0,25.0
08/09/2016,152.0,490.0,25.0
03/14/2013,53.0,632.0,25.0
05/03/2013,39.0,671.0,25.0
08/27/2010,,2.0,25.0
03/18/2014,76.0,734.0,25.0
04/24/2013,63.0,486.0,25.0
02/16/2012,98.0,705.0,25.0
04/24/2014,56.0,698.0,25.0
05/08/2013,57.0,643.0,25.0
12/18/2013,53.0,607.0,25.0
11/05/2012,77.0,487.0,25.0
07/16/2011,42.0,194.0,25.0
02/26/2015,39.0,187.0,25.0
03/26/2011,64.0,176.0,25.0
04/29/2015,87.0,608.0,25.0
04/17/2015,70.0,507.0,25.0
08/12/2015,95.0,425.0,25.0
10/03/2014,111.0,514.0,25.0
06/23/2015,75.0,535.0,25.0
05/18/2015,69.0,541.0,25.0
10/27/2015,117.0,542.0,25.0
10/10/2013,71.0,548.0,25.0
08/20/2015,95.0,451.0,25.0
11/17/2011,130.0,552.0,25.0
05/11/2016,87.0,423.0,25.0
03/11/2010,,,25.0
04/12/2016,116.0,517.0,25.0
12/09/2011,85.0,561.0,25.0
04/29/2013,77.0,563.0,25.0
11/20/2014,79.0,461.0,25.0
03/28/2018,96.0,476.0,25.0
08/25/2015,140.0,566.0,25.0
09/27/2012,70.0,384.0,25.0
05/10/2010,,1.0,25.0
01/28/2013,36.0,592.0,25.0
12/07/2012,42.0,508.0,25.0
09/23/2015,124.0,479.0,25.0
05/05/2017,64.0,381.0,25.0
04/19/2016,95.0,401.0,25.0
12/06/2013,54.0,510.0,25.0
11/15/2013,68.0,570.0,25.0
04/16/2013,41.0,512.0,25.0
03/13/2013,58.0,473.0,25.0
07/02/2015,80.0,459.0,24.0
10/07/2010,15.0,9.0,24.0
04/06/2012,63.0,444.0,24.0
08/17/2010,,9.0,24.0
11/03/2014,115.0,466.0,24.0
06/23/2016,91.0,446.0,24.0
09/12/2014,97.0,355.0,24.0
06/04/2014,70.0,440.0,24.0
04/14/2012,13.0,190.0,24.0
08/25/2016,122.0,426.0,24.0
06/27/2014,63.0,370.0,24.0
06/15/2010,,2.0,24.0
05/02/2017,95.0,223.0,24.0
09/14/2016,148.0,265.0,24.0
12/05/2017,126.0,412.0,24.0
07/20/2010,,1.0,24.0
02/01/2017,121.0,408.0,24.0
09/11/2014,72.0,329.0,24.0
08/07/2017,69.0,330.0,24.0
05/29/2015,72.0,489.0,24.0
07/20/2016,94.0,456.0,24.0
04/13/2016,104.0,717.0,24.0
03/31/2016,83.0,561.0,24.0
08/08/2016,124.0,667.0,24.0
04/20/2016,78.0,551.0,24.0
08/15/2014,87.0,552.0,24.0
08/19/2014,88.0,527.0,24.0
11/04/2013,83.0,615.0,24.0
05/10/2016,87.0,611.0,24.0
10/17/2011,214.0,543.0,24.0
02/12/2013,76.0,524.0,24.0
10/29/2015,91.0,506.0,24.0
05/13/2015,60.0,498.0,24.0
02/26/2013,37.0,558.0,24.0
08/23/2013,43.0,540.0,24.0
08/27/2015,83.0,596.0,24.0
08/22/2013,38.0,595.0,24.0
05/21/2014,61.0,498.0,24.0
10/11/2013,54.0,520.0,24.0
05/01/2013,66.0,534.0,24.0
03/26/2018,102.0,584.0,24.0
03/18/2013,55.0,888.0,24.0
10/23/2013,57.0,515.0,24.0
02/24/2014,146.0,768.0,24.0
11/18/2010,25.0,2.0,23.0
02/20/2013,58.0,580.0,23.0
08/11/2016,133.0,502.0,23.0
04/11/2013,49.0,430.0,23.0
01/13/2012,53.0,335.0,23.0
07/14/2010,,,23.0
09/15/2015,167.0,616.0,23.0
11/02/2012,75.0,425.0,23.0
09/30/2014,88.0,640.0,23.0
02/28/2013,30.0,527.0,23.0
05/11/2015,67.0,457.0,23.0
12/17/2012,54.0,524.0,23.0
06/06/2016,126.0,231.0,23.0
10/29/2013,66.0,457.0,23.0
11/12/2010,18.0,2.0,23.0
11/20/2013,65.0,640.0,23.0
09/14/2015,115.0,310.0,23.0
07/20/2015,98.0,561.0,23.0
06/08/2016,93.0,471.0,23.0
03/31/2015,96.0,347.0,23.0
07/10/2014,111.0,416.0,23.0
07/14/2014,83.0,595.0,23.0
09/16/2016,127.0,368.0,23.0
03/20/2017,116.0,523.0,23.0
09/13/2016,169.0,418.0,23.0
08/05/2015,99.0,467.0,23.0
08/07/2014,74.0,377.0,23.0
06/26/2014,95.0,365.0,23.0
03/22/2013,44.0,468.0,23.0
08/29/2016,145.0,557.0,23.0
06/11/2014,63.0,461.0,23.0
04/18/2017,110.0,360.0,23.0
03/27/2014,100.0,602.0,23.0
04/28/2014,66.0,524.0,23.0
08/08/2013,75.0,584.0,23.0
07/08/2015,84.0,469.0,23.0
06/17/2015,68.0,555.0,23.0
07/07/2015,70.0,507.0,23.0
10/21/2015,134.0,474.0,23.0
06/04/2015,97.0,431.0,23.0
04/01/2010,,,23.0
07/30/2015,97.0,721.0,23.0
06/21/2013,59.0,430.0,23.0
06/07/2010,,3.0,23.0
08/02/2010,,3.0,23.0
05/05/2014,69.0,718.0,23.0
10/26/2010,9.0,6.0,23.0
07/27/2015,122.0,675.0,23.0
10/13/2010,11.0,8.0,23.0
10/30/2013,57.0,734.0,23.0
07/13/2016,109.0,536.0,23.0
09/13/2010,2.0,3.0,23.0
08/09/2010,1.0,7.0,23.0
11/04/2010,22.0,8.0,22.0
04/11/2016,94.0,468.0,22.0
06/30/2014,72.0,494.0,22.0
07/08/2014,108.0,442.0,22.0
07/06/2010,2.0,1.0,22.0
03/19/2015,77.0,715.0,22.0
03/11/2013,78.0,496.0,22.0
06/08/2010,,,22.0
12/30/2011,120.0,351.0,22.0
04/15/2015,104.0,467.0,22.0
04/27/2016,55.0,539.0,22.0
10/04/2012,63.0,369.0,22.0
07/07/2014,126.0,468.0,22.0
09/24/2014,117.0,645.0,22.0
01/21/2015,80.0,466.0,22.0
05/12/2010,,1.0,22.0
12/19/2012,33.0,457.0,22.0
10/28/2011,147.0,519.0,22.0
05/05/2015,72.0,397.0,22.0
08/01/2016,132.0,444.0,22.0
07/29/2014,73.0,395.0,22.0
03/26/2015,65.0,441.0,22.0
04/17/2017,129.0,387.0,22.0
11/07/2013,47.0,537.0,22.0
01/18/2013,44.0,438.0,22.0
06/23/2010,,1.0,22.0
08/01/2014,82.0,376.0,22.0
06/28/2016,95.0,409.0,22.0
08/24/2016,130.0,376.0,22.0
08/20/2011,53.0,98.0,22.0
07/28/2015,81.0,564.0,22.0
05/05/2010,,,22.0
07/26/2010,,,22.0
10/04/2010,7.0,9.0,22.0
08/14/2017,111.0,543.0,22.0
10/28/2010,16.0,7.0,22.0
05/18/2017,73.0,601.0,22.0
11/30/2015,122.0,314.0,22.0
06/19/2013,42.0,554.0,22.0
07/05/2013,47.0,475.0,22.0
04/27/2017,69.0,329.0,22.0
04/21/2015,87.0,530.0,22.0
06/10/2016,81.0,274.0,22.0
07/23/2014,94.0,424.0,22.0
06/17/2016,132.0,337.0,22.0
10/10/2011,105.0,181.0,22.0
03/14/2018,118.0,610.0,22.0
07/23/2015,75.0,611.0,22.0
01/28/2012,29.0,200.0,21.0
03/28/2017,105.0,205.0,21.0
06/01/2010,,2.0,21.0
12/12/2012,44.0,373.0,21.0
09/02/2014,114.0,763.0,21.0
01/15/2013,40.0,481.0,21.0
07/21/2016,113.0,402.0,21.0
11/12/2015,129.0,532.0,21.0
03/17/2014,70.0,670.0,21.0
07/09/2015,76.0,401.0,21.0
03/19/2013,64.0,900.0,21.0
09/18/2015,106.0,428.0,21.0
02/27/2017,92.0,634.0,21.0
09/10/2010,3.0,2.0,21.0
04/30/2010,,,21.0
12/29/2011,99.0,667.0,21.0
07/01/2014,45.0,378.0,21.0
09/07/2016,134.0,462.0,21.0
05/06/2014,66.0,636.0,21.0
05/14/2014,56.0,622.0,21.0
07/15/2015,100.0,428.0,21.0
12/13/2010,27.0,20.0,21.0
06/02/2016,113.0,397.0,21.0
09/27/2013,47.0,516.0,21.0
10/15/2014,88.0,441.0,21.0
06/02/2015,98.0,441.0,21.0
12/16/2015,96.0,390.0,21.0
08/05/2016,122.0,408.0,21.0
08/04/2012,29.0,143.0,21.0
07/08/2016,94.0,553.0,21.0
02/26/2012,20.0,137.0,21.0
11/25/2011,63.0,345.0,21.0
04/04/2013,72.0,555.0,21.0
06/25/2014,59.0,452.0,21.0
04/19/2017,100.0,472.0,21.0
08/03/2016,102.0,483.0,21.0
07/27/2016,125.0,344.0,21.0
09/10/2014,98.0,343.0,21.0
10/27/2014,103.0,436.0,21.0
09/21/2012,81.0,358.0,21.0
11/27/2013,32.0,343.0,21.0
04/09/2013,44.0,544.0,21.0
06/15/2016,81.0,598.0,21.0
08/13/2015,85.0,494.0,21.0
03/15/2013,57.0,613.0,21.0
10/08/2015,125.0,406.0,21.0
03/08/2013,61.0,467.0,21.0
11/13/2015,143.0,532.0,21.0
07/08/2010,,5.0,21.0
04/27/2015,100.0,502.0,21.0
09/10/2015,142.0,596.0,21.0
06/03/2015,68.0,424.0,21.0
07/24/2015,84.0,467.0,21.0
05/12/2015,75.0,560.0,21.0
08/11/2014,72.0,419.0,21.0
07/24/2017,85.0,135.0,21.0
11/06/2013,50.0,452.0,20.0
01/23/2013,45.0,542.0,20.0
07/06/2016,103.0,430.0,20.0
11/18/2014,61.0,441.0,20.0
07/02/2013,57.0,421.0,20.0
05/13/2014,51.0,548.0,20.0
04/04/2016,82.0,449.0,20.0
06/27/2016,108.0,427.0,20.0
11/18/2015,115.0,450.0,20.0
03/30/2015,100.0,449.0,20.0
04/30/2013,55.0,458.0,20.0
09/22/2015,140.0,425.0,20.0
06/21/2010,,,20.0
05/07/2015,74.0,457.0,20.0
05/12/2016,79.0,591.0,20.0
07/18/2016,106.0,500.0,20.0
08/07/2015,105.0,469.0,20.0
12/06/2017,141.0,349.0,20.0
10/06/2015,116.0,348.0,20.0
03/21/2016,162.0,347.0,20.0
07/12/2017,75.0,345.0,20.0
06/13/2014,51.0,337.0,20.0
07/19/2013,49.0,328.0,20.0
03/13/2015,85.0,323.0,20.0
12/28/2012,54.0,402.0,20.0
05/15/2015,60.0,500.0,20.0
02/24/2012,55.0,303.0,20.0
05/06/2016,56.0,298.0,20.0
09/22/2017,75.0,285.0,20.0
06/14/2016,113.0,279.0,20.0
06/07/2016,98.0,636.0,20.0
03/12/2011,99.0,180.0,20.0
01/19/2013,15.0,174.0,20.0
10/29/2010,18.0,6.0,20.0
11/07/2014,77.0,711.0,20.0
04/22/2012,16.0,139.0,20.0
10/27/2009,,,20.0
08/11/2012,28.0,133.0,20.0
11/30/2010,23.0,13.0,20.0
12/03/2010,22.0,13.0,20.0
10/05/2015,117.0,814.0,20.0
07/15/2016,118.0,488.0,20.0
08/10/2013,13.0,123.0,20.0
08/16/2014,47.0,57.0,20.0
04/03/2015,62.0,355.0,20.0
02/14/2017,101.0,443.0,20.0
05/11/2017,92.0,606.0,20.0
02/03/2017,142.0,367.0,20.0
08/28/2014,97.0,578.0,20.0
05/31/2016,82.0,460.0,20.0
05/30/2014,69.0,384.0,20.0
06/30/2010,,1.0,20.0
08/04/2015,90.0,513.0,20.0
03/28/2013,36.0,596.0,20.0
04/06/2010,,,20.0
07/25/2016,102.0,597.0,20.0
11/04/2015,126.0,468.0,20.0
05/16/2017,119.0,572.0,19.0
10/05/2010,10.0,7.0,19.0
06/19/2015,85.0,570.0,19.0
09/26/2014,107.0,434.0,19.0
03/23/2017,122.0,363.0,19.0
06/26/2011,47.0,138.0,19.0
06/25/2011,50.0,135.0,19.0
07/25/2014,115.0,385.0,19.0
04/10/2014,87.0,537.0,19.0
04/10/2015,73.0,407.0,19.0
09/13/2017,82.0,554.0,19.0
10/22/2013,48.0,591.0,19.0
12/29/2010,36.0,127.0,19.0
11/06/2014,99.0,791.0,19.0
02/22/2017,130.0,349.0,19.0
04/03/2013,50.0,535.0,19.0
11/04/2014,67.0,394.0,19.0
09/11/2015,99.0,557.0,19.0
08/06/2011,58.0,119.0,19.0
12/04/2015,132.0,401.0,19.0
09/01/2012,26.0,115.0,19.0
03/16/2015,116.0,407.0,19.0
09/22/2010,5.0,3.0,19.0
10/16/2013,57.0,545.0,19.0
08/27/2011,64.0,105.0,19.0
02/23/2016,117.0,558.0,19.0
06/26/2015,88.0,558.0,19.0
04/07/2016,80.0,623.0,19.0
01/26/2017,89.0,307.0,19.0
05/13/2010,,1.0,19.0
08/28/2017,72.0,373.0,19.0
05/01/2014,58.0,592.0,19.0
09/15/2016,130.0,414.0,19.0
02/28/2017,96.0,364.0,19.0
09/28/2015,129.0,672.0,19.0
07/03/2014,72.0,224.0,19.0
01/20/2012,51.0,221.0,19.0
07/09/2011,46.0,106.0,19.0
11/14/2013,63.0,647.0,19.0
10/05/2016,146.0,424.0,19.0
05/10/2017,85.0,356.0,19.0
05/31/2017,119.0,172.0,19.0
03/22/2018,85.0,430.0,19.0
03/23/2016,101.0,574.0,19.0
12/31/2010,34.0,65.0,19.0
08/31/2016,153.0,512.0,19.0
09/21/2015,127.0,513.0,19.0
05/20/2015,67.0,453.0,19.0
08/15/2016,114.0,499.0,19.0
04/14/2016,81.0,497.0,19.0
09/26/2016,136.0,482.0,19.0
12/18/2014,49.0,514.0,19.0
10/29/2014,86.0,533.0,19.0
10/09/2013,72.0,519.0,19.0
01/24/2017,157.0,454.0,19.0
04/05/2013,38.0,484.0,19.0
02/16/2017,120.0,496.0,19.0
05/15/2010,,,19.0
10/29/2011,45.0,87.0,19.0
03/07/2018,101.0,454.0,19.0
01/17/2017,130.0,479.0,18.0
10/09/2014,98.0,569.0,18.0
08/13/2014,88.0,338.0,18.0
04/18/2016,92.0,457.0,18.0
10/31/2013,48.0,645.0,18.0
03/23/2018,110.0,497.0,18.0
08/14/2014,108.0,402.0,18.0
07/05/2017,74.0,225.0,18.0
06/01/2015,69.0,400.0,18.0
02/19/2014,62.0,642.0,18.0
05/04/2017,129.0,208.0,18.0
08/21/2017,93.0,415.0,18.0
07/26/2017,74.0,191.0,18.0
01/17/2014,54.0,563.0,18.0
10/10/2017,83.0,550.0,18.0
06/18/2014,71.0,451.0,18.0
07/28/2012,24.0,147.0,18.0
05/04/2016,96.0,526.0,18.0
11/17/2015,117.0,452.0,18.0
02/21/2014,82.0,703.0,18.0
02/25/2013,56.0,700.0,18.0
03/19/2011,76.0,159.0,18.0
08/23/2017,65.0,420.0,18.0
10/15/2010,14.0,4.0,18.0
06/12/2014,79.0,523.0,18.0
12/14/2012,40.0,418.0,18.0
10/22/2011,67.0,173.0,18.0
01/22/2018,124.0,415.0,18.0
05/07/2010,,,18.0
09/06/2016,183.0,577.0,18.0
07/02/2014,78.0,516.0,18.0
11/23/2012,33.0,241.0,18.0
04/07/2017,110.0,332.0,18.0
06/13/2017,84.0,336.0,18.0
11/13/2017,163.0,502.0,18.0
04/03/2017,92.0,343.0,18.0
02/08/2017,96.0,345.0,18.0
12/05/2012,73.0,364.0,18.0
05/03/2010,,,18.0
02/02/2017,117.0,362.0,18.0
04/13/2015,97.0,361.0,18.0
03/19/2018,115.0,608.0,18.0
10/08/2013,67.0,601.0,18.0
04/28/2017,62.0,359.0,18.0
06/12/2015,72.0,351.0,18.0
01/29/2018,98.0,352.0,18.0
01/02/2013,47.0,354.0,18.0
04/26/2016,77.0,470.0,18.0
10/27/2017,128.0,474.0,18.0
08/02/2013,49.0,466.0,18.0
07/18/2014,91.0,248.0,18.0
04/26/2013,76.0,593.0,18.0
02/23/2015,78.0,391.0,18.0
03/08/2017,118.0,391.0,18.0
08/31/2015,145.0,638.0,18.0
09/02/2010,1.0,2.0,18.0
02/07/2013,21.0,460.0,18.0
05/25/2013,13.0,105.0,18.0
10/16/2015,127.0,499.0,18.0
05/06/2010,,,18.0
03/07/2011,266.0,308.0,18.0
03/30/2016,113.0,308.0,18.0
01/19/2011,74.0,624.0,18.0
04/16/2010,,,18.0
10/16/2014,94.0,319.0,18.0
05/17/2017,92.0,619.0,18.0
09/08/2014,126.0,329.0,18.0
01/26/2015,64.0,711.0,18.0
02/18/2013,44.0,607.0,18.0
11/21/2014,70.0,739.0,18.0
06/08/2015,61.0,488.0,18.0
05/23/2014,76.0,540.0,18.0
10/20/2015,132.0,441.0,18.0
05/03/2016,83.0,546.0,18.0
04/25/2014,76.0,547.0,18.0
06/16/2015,63.0,540.0,18.0
09/29/2014,143.0,487.0,18.0
11/11/2011,188.0,793.0,18.0
08/24/2013,12.0,116.0,18.0
03/16/2010,,,18.0
01/13/2014,80.0,761.0,18.0
05/18/2013,21.0,112.0,18.0
07/28/2016,102.0,442.0,18.0
10/24/2014,107.0,711.0,18.0
04/15/2016,111.0,447.0,18.0
07/14/2012,25.0,110.0,18.0
09/29/2015,125.0,532.0,18.0
07/19/2017,75.0,482.0,17.0
07/05/2016,103.0,415.0,17.0
04/22/2010,,,17.0
11/24/2014,64.0,432.0,17.0
04/23/2011,46.0,173.0,17.0
07/13/2013,15.0,141.0,17.0
02/24/2017,99.0,297.0,17.0
10/21/2014,103.0,517.0,17.0
04/07/2014,107.0,675.0,17.0
03/12/2018,109.0,447.0,17.0
04/21/2016,77.0,242.0,17.0
11/02/2015,145.0,642.0,17.0
06/24/2016,90.0,396.0,17.0
02/04/2016,133.0,468.0,17.0
08/21/2014,78.0,200.0,17.0
10/15/2013,65.0,570.0,17.0
06/22/2013,22.0,120.0,17.0
12/31/2012,33.0,363.0,17.0
04/21/2014,74.0,607.0,17.0
02/28/2018,136.0,625.0,17.0
03/07/2017,107.0,347.0,17.0
09/08/2016,108.0,314.0,17.0
03/29/2017,107.0,566.0,17.0
06/22/2016,79.0,447.0,17.0
12/22/2015,105.0,413.0,17.0
07/24/2014,79.0,299.0,17.0
04/06/2017,83.0,542.0,17.0
04/22/2014,77.0,669.0,17.0
03/11/2014,107.0,626.0,17.0
10/02/2015,119.0,410.0,17.0
07/23/2011,56.0,56.0,17.0
11/13/2013,56.0,683.0,17.0
09/12/2016,165.0,347.0,17.0
12/03/2013,67.0,759.0,17.0
06/19/2011,39.0,85.0,17.0
01/12/2015,50.0,575.0,17.0
06/29/2013,19.0,101.0,17.0
03/06/2013,24.0,533.0,17.0
04/09/2014,80.0,608.0,17.0
11/21/2013,57.0,582.0,17.0
02/20/2014,54.0,490.0,17.0
07/06/2017,84.0,452.0,17.0
11/12/2013,68.0,554.0,17.0
07/15/2012,26.0,138.0,17.0
12/26/2011,39.0,105.0,17.0
08/23/2016,160.0,634.0,17.0
06/29/2016,101.0,584.0,17.0
02/04/2014,31.0,553.0,17.0
09/05/2014,94.0,387.0,17.0
03/28/2016,127.0,461.0,17.0
12/20/2013,31.0,707.0,17.0
10/14/2013,53.0,273.0,17.0
04/26/2017,104.0,451.0,17.0
10/14/2015,151.0,442.0,17.0
04/22/2015,67.0,586.0,17.0
04/23/2013,82.0,712.0,17.0
09/17/2011,42.0,87.0,17.0
03/31/2012,16.0,142.0,17.0
03/08/2016,115.0,483.0,17.0
06/09/2015,95.0,452.0,17.0
03/27/2017,83.0,502.0,17.0
07/17/2015,61.0,608.0,17.0
06/12/2017,123.0,540.0,17.0
07/11/2016,103.0,334.0,17.0
12/09/2014,67.0,453.0,17.0
12/11/2014,79.0,422.0,17.0
10/13/2012,29.0,96.0,17.0
04/13/2010,,1.0,17.0
09/04/2015,82.0,533.0,17.0
08/04/2016,120.0,695.0,17.0
11/06/2012,62.0,387.0,16.0
12/31/2013,26.0,256.0,16.0
03/21/2014,79.0,629.0,16.0
10/08/2012,37.0,208.0,16.0
03/02/2016,94.0,445.0,16.0
01/31/2013,26.0,458.0,16.0
11/29/2010,37.0,23.0,16.0
04/25/2013,70.0,650.0,16.0
06/08/2013,17.0,105.0,16.0
07/10/2011,49.0,122.0,16.0
01/14/2012,25.0,124.0,16.0
05/22/2017,123.0,306.0,16.0
11/21/2012,55.0,381.0,16.0
04/01/2014,97.0,572.0,16.0
06/26/2017,94.0,587.0,16.0
10/14/2010,10.0,18.0,16.0
08/01/2017,88.0,214.0,16.0
03/29/2018,111.0,402.0,16.0
04/06/2016,95.0,477.0,16.0
09/16/2015,158.0,631.0,16.0
09/01/2010,1.0,2.0,16.0
05/27/2016,74.0,459.0,16.0
01/29/2014,43.0,257.0,16.0
08/03/2017,67.0,282.0,16.0
12/06/2010,20.0,18.0,16.0
09/23/2016,137.0,277.0,16.0
08/21/2015,71.0,435.0,16.0
04/12/2013,38.0,640.0,16.0
07/14/2017,85.0,264.0,16.0
05/05/2016,97.0,591.0,16.0
09/16/2012,22.0,71.0,16.0
07/08/2012,35.0,106.0,16.0
01/06/2014,29.0,346.0,16.0
02/19/2011,164.0,122.0,16.0
09/18/2014,113.0,578.0,16.0
08/02/2016,136.0,409.0,16.0
04/21/2010,,,16.0
04/05/2017,78.0,376.0,16.0
10/27/2016,98.0,416.0,16.0
04/23/2010,,,16.0
06/07/2017,86.0,170.0,16.0
02/01/2011,20.0,616.0,16.0
04/09/2010,,,16.0
06/03/2016,88.0,441.0,16.0
04/10/2017,76.0,418.0,16.0
10/18/2013,48.0,547.0,16.0
04/29/2016,68.0,558.0,16.0
12/03/2011,42.0,67.0,16.0
11/10/2012,23.0,134.0,16.0
04/30/2014,53.0,687.0,16.0
12/04/2014,71.0,466.0,16.0
10/25/2013,41.0,494.0,16.0
05/07/2011,47.0,155.0,16.0
08/26/2014,110.0,367.0,16.0
04/30/2015,62.0,423.0,16.0
04/21/2013,36.0,153.0,16.0
05/14/2011,31.0,149.0,16.0
11/02/2010,25.0,5.0,16.0
10/14/2014,78.0,713.0,16.0
07/13/2017,75.0,553.0,16.0
10/02/2014,86.0,613.0,16.0
11/27/2015,61.0,483.0,16.0
04/07/2012,16.0,146.0,16.0
06/21/2017,80.0,145.0,16.0
03/15/2017,55.0,355.0,16.0
07/01/2012,27.0,83.0,16.0
07/10/2017,69.0,481.0,16.0
07/10/2015,78.0,496.0,16.0
11/12/2014,72.0,501.0,16.0
11/06/2015,126.0,503.0,16.0
06/11/2015,74.0,434.0,16.0
09/15/2012,21.0,71.0,16.0
04/17/2011,32.0,121.0,16.0
07/31/2015,99.0,506.0,16.0
11/19/2013,95.0,522.0,16.0
11/16/2016,145.0,468.0,16.0
10/18/2016,165.0,198.0,16.0
11/05/2015,114.0,500.0,16.0
01/22/2015,92.0,480.0,16.0
03/12/2015,96.0,190.0,16.0
01/12/2018,68.0,480.0,16.0
04/14/2014,65.0,504.0,16.0
05/08/2017,123.0,319.0,16.0
12/11/2013,40.0,372.0,16.0
06/11/2010,,,16.0
04/16/2015,76.0,670.0,16.0
10/06/2014,85.0,565.0,16.0
03/02/2017,103.0,338.0,15.0
10/31/2016,126.0,329.0,15.0
07/07/2016,97.0,363.0,15.0
01/25/2017,130.0,306.0,15.0
12/17/2014,58.0,535.0,15.0
09/22/2014,123.0,873.0,15.0
02/08/2013,34.0,376.0,15.0
04/09/2015,62.0,384.0,15.0
09/21/2016,154.0,276.0,15.0
12/12/2014,78.0,339.0,15.0
05/26/2012,10.0,67.0,15.0
02/26/2018,155.0,631.0,15.0
12/05/2014,68.0,590.0,15.0
02/17/2017,131.0,308.0,15.0
12/21/2015,111.0,366.0,15.0
07/22/2016,91.0,336.0,15.0
12/03/2015,117.0,501.0,15.0
05/30/2011,56.0,67.0,15.0
01/23/2014,53.0,369.0,15.0
09/30/2015,128.0,476.0,15.0
06/09/2014,63.0,613.0,15.0
12/30/2013,34.0,516.0,15.0
08/20/2014,82.0,302.0,15.0
12/01/2017,94.0,439.0,15.0
11/21/2016,120.0,508.0,15.0
04/08/2014,95.0,771.0,15.0
03/24/2012,26.0,123.0,15.0
03/04/2010,,,15.0
08/09/2017,82.0,680.0,15.0
01/15/2014,66.0,559.0,15.0
06/03/2010,,3.0,15.0
12/02/2010,23.0,3.0,15.0
03/07/2014,71.0,671.0,15.0
02/18/2014,52.0,742.0,15.0
03/17/2015,101.0,523.0,15.0
05/02/2016,103.0,492.0,15.0
09/14/2013,19.0,179.0,15.0
08/16/2013,46.0,670.0,15.0
04/30/2011,48.0,180.0,15.0
07/28/2017,56.0,98.0,15.0
12/01/2012,17.0,64.0,15.0
03/10/2014,94.0,665.0,15.0
05/09/2016,84.0,431.0,15.0
08/25/2012,31.0,113.0,15.0
05/15/2014,50.0,499.0,15.0
10/06/2016,156.0,554.0,15.0
05/09/2014,46.0,552.0,15.0
04/23/2014,67.0,526.0,15.0
07/29/2012,10.0,147.0,15.0
